,RECORD_TYPE,DATA_SOURCE,RECORD_ID,Loan_Range,BUSINESS_NAME_ORG,BUSINESS_ADDR_LINE1,BUSINESS_ADDR_CITY,BUSINESS_ADDR_STATE,BUSINESS_ADDR_POSTAL_CODE,NAICS_Code,Business_Type,OwnedByRaceEthnicity,OwnedBy,OwnedByVeteran,NonProfit,JobsReported,DateApproved,Lender,CD
809,ORGANIZATION,PPP_LOANS,8805,"d $350,000-1 million",GFG PIERO'S INC.,355 Convention Center Dr,Las Vegas,NV,89109,722511.0,Corporation,Unanswered,Male Owned,Unanswered,,98.0,04/28/2020,Greater Nevada CU,NV-01
1557,ORGANIZATION,PPP_LOANS,10894,"e $150,000-350,000","AIR USA, INC.",3773 HOWARD HUGHES PKWY Suite 500S,LAS VEGAS,NV,89169,611512.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17.0,04/28/2020,United Community Bank,NV-01
605,ORGANIZATION,PPP_LOANS,8195,"d $350,000-1 million","CARPENTER SELLERS DEL GATTO ARCHITECTS,",8882 SPANISH RIDGE AVE,LAS VEGAS,NV,89148,541310.0,Corporation,White,Male Owned,Non-Veteran,,24.0,04/06/2020,Town & Country Bank,NV-03
1777,ORGANIZATION,PPP_LOANS,11402,"e $150,000-350,000",CAFE LEONE LLC DBA LEONE CAFE,1215 S. Fort Apache Road Ste. 120,LAS VEGAS,NV,89117,722514.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,49.0,04/15/2020,"Zions Bank, A Division of",NV-03
521,ORGANIZATION,PPP_LOANS,8099,"d $350,000-1 million",ANDERSEN HOERAM & EXCAVATION LLC.,8870 S MARYLAND PARKWAY SUITE 100,LAS VEGAS,NV,89123,238910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,04/28/2020,Western Alliance Bank,NV-03
2656,ORGANIZATION,PPP_LOANS,13120,"e $150,000-350,000",MUSI & SABBADINI GROUP INC,6430 SUNSET CORPORATE DR,Las Vegas,NV,89120,523910.0,Corporation,Unanswered,Unanswered,Unanswered,,59.0,04/28/2020,"Harvest Small Business Finance, LLC",NV-03
220,ORGANIZATION,PPP_LOANS,7599,c $1-2 million,BOYS & GIRLS CLUB OF SOUTHERN NV,Boys & Girls Club of Southern NV,LAS VEGAS,NV,89146,624110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,156.0,04/06/2020,Lexicon Bank,NV-01
2093,ORGANIZATION,PPP_LOANS,11974,"e $150,000-350,000","FIDELITY HOME HEALTH SERVICES, LLC",5250 S Pecos Rd. Ste 101,Las Vegas,NV,89120,621999.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24.0,06/17/2020,WebBank,NV-03
840,ORGANIZATION,PPP_LOANS,8891,"d $350,000-1 million","HARDY COMPANIES, INC",823 LAS VEGAS BLVD S STE 300,LAS VEGAS,NV,89101,238310.0,Corporation,Unanswered,Unanswered,Unanswered,,240.0,04/06/2020,Mountain America FCU,NV-01
2858,ORGANIZATION,PPP_LOANS,15258,"e $150,000-350,000",PRACHATOUCH LLC,3839 W SAHARA AVE STE 7-9,LAS VEGAS,NV,89102,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,35.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
2631,ORGANIZATION,PPP_LOANS,13086,"e $150,000-350,000",MOHAWK CHARLESTON LLC,5300 W Charleston Blvd,Las Vegas,NV,89146,531312.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,8.0,06/25/2020,Cross River Bank,NV-01
2686,ORGANIZATION,PPP_LOANS,13348,"e $150,000-350,000","NEVADA ASSOCIATION SERVICES, INC.",6625 S VALLEY VIEW BLVD Suite 300,LAS VEGAS,NV,89118,561440.0,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/15/2020,Western Alliance Bank,NV-03
1117,ORGANIZATION,PPP_LOANS,9972,"d $350,000-1 million",NTOOITIVE DIGITAL LLC,8350 W SAHARA AVE STE 290,LAS VEGAS,NV,89117,541613.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
144,ORGANIZATION,PPP_LOANS,7324,b $2-5 million,"M & H BUILDING SPECIALTIES, INC.",3084 SOUTH HIGHLAND DR Suite E,LAS VEGAS,NV,89109,238130.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,129.0,06/11/2020,Town & Country Bank,NV-01
1936,ORGANIZATION,PPP_LOANS,11767,"e $150,000-350,000","DELIVEREATZ, LLC",8985 S Eastern Ave Suite 325,LAS VEGAS,NV,89123,722513.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,50.0,04/16/2020,"JPMorgan Chase Bank, National Association",NV-03
2709,ORGANIZATION,PPP_LOANS,13376,"e $150,000-350,000",NEVCO AIR CONDITIONING AND SHEET METAL,3640 SIRIUS AVE.,LAS VEGAS,NV,89102,238220.0,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
871,ORGANIZATION,PPP_LOANS,8926,"d $350,000-1 million","HORIZON HOME HEALTH CARE, LLC",3763 HOWARD HUGHES PKWY #150,LAS VEGAS,NV,89169,621610.0,Limited  Liability Company(LLC),Hispanic,Female Owned,Unanswered,,50.0,04/06/2020,East West Bank,NV-01
1494,ORGANIZATION,PPP_LOANS,10670,"e $150,000-350,000","7252 DENFRAN, LLC",4101 MEADOWS LN STE 100,LAS VEGAS,NV,89107,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45.0,05/11/2020,Western Alliance Bank,NV-01
283,ORGANIZATION,PPP_LOANS,7697,c $1-2 million,"HIGH POINT CONSTRUCTION, INC.",5870 CONSTRUCTION AVE,LAS VEGAS,NV,89122,238130.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,130.0,04/09/2020,Western Alliance Bank,NV-03
2821,ORGANIZATION,PPP_LOANS,15198,"e $150,000-350,000",PEROZEK PROFESSIONAL CORPORATION,653 N. Town Center Dr. #212,LAS VEGAS,NV,89144,621111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,Western Alliance Bank,NV-03
2417,ORGANIZATION,PPP_LOANS,12669,"e $150,000-350,000",KIRKLAND ENTERPRISES LLC,"7460 W LAKE MEAD BLVD, STE E1",LAS VEGAS,NV,89128,713940.0,Limited  Liability Company(LLC),Black or African American,Male Owned,Non-Veteran,,33.0,04/08/2020,Meadows Bank,NV-01
2960,ORGANIZATION,PPP_LOANS,15557,"e $150,000-350,000",RIKYU LLC,3945 South Durango Dr,LAS VEGAS,NV,89147,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25.0,07/07/2020,Fountainhead SBF LLC,NV-03
746,ORGANIZATION,PPP_LOANS,8388,"d $350,000-1 million","EID NEVADA CRITICAL CARE, PLLC","6040 S. FORT APACHE RD, Ste 100",LAS VEGAS,NV,89148,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29.0,04/13/2020,City National Bank,NV-03
2005,ORGANIZATION,PPP_LOANS,11875,"e $150,000-350,000",EDWARD HOMES INC,197 E CALIFORNIA ST #300,LAS VEGAS,NV,89104,236115.0,Corporation,Unanswered,Unanswered,Unanswered,,38.0,04/15/2020,Bank of the West,NV-01
1786,ORGANIZATION,PPP_LOANS,11411,"e $150,000-350,000",CAMPBELL JONES COHEN CPAS,6920 CIMARRON RD Ste 100,LAS VEGAS,NV,89113,541211.0,Corporation,White,Female Owned,Non-Veteran,,25.0,04/05/2020,GenuBank,NV-03
3308,ORGANIZATION,PPP_LOANS,16315,"e $150,000-350,000",TRUHEALTH LLC,1870 FESTIVAL PLAZA DRIVE SUITE 200,LAS VEGAS,NV,89135,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
449,ORGANIZATION,PPP_LOANS,7869,c $1-2 million,WESTERN CAB COMPANY,4195 WEST DIABLO DR,LAS VEGAS,NV,89118,485310.0,Corporation,White,Female Owned,Non-Veteran,,120.0,04/28/2020,City National Bank,NV-03
296,ORGANIZATION,PPP_LOANS,7710,c $1-2 million,JANONE INC,325 E Warm Springs Rd Ste 102,Las Vegas,NV,89119,551114.0,Corporation,Unanswered,Male Owned,Unanswered,,150.0,04/27/2020,"Texas Capital Bank, National Association",NV-01
781,ORGANIZATION,PPP_LOANS,8598,"d $350,000-1 million",FL SMITH LLC,1101 South Ft Apache Road,Las Vegas,NV,89117,447110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,83.0,04/28/2020,"Zions Bank, A Division of",NV-03
45,ORGANIZATION,PPP_LOANS,7180,"d $350,000-1 million","MORA SAN MIGUEL ELECTRIC COOPERATIVE, INC.",240 PO BOX,MORA,NM,87732,221122.0,Corporation,Unanswered,Unanswered,Unanswered,,27.0,04/30/2020,Community 1st Bank Las Vegas,NM-03
3129,ORGANIZATION,PPP_LOANS,15819,"e $150,000-350,000","SOUTHWEST ANIMAL HOSPITAL, PETER PERRON, D.V.M., LTD.",6101 W. TROPICANA AVE,LAS VEGAS,NV,89103,541940.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Western Alliance Bank,NV-01
1747,ORGANIZATION,PPP_LOANS,11351,"e $150,000-350,000",BOYACK AND ASSOCIATES INC,3130 SOUTH DURANGO DR STE 400,LAS VEGAS,NV,89117,541820.0,Corporation,Unanswered,Female Owned,Non-Veteran,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
761,ORGANIZATION,PPP_LOANS,8407,"d $350,000-1 million",EXTREME COMMERCIAL CONCRETE LLC,3570 WEST DEWEY DRIVE,LAS VEGAS,NV,89118,327310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-03
2258,ORGANIZATION,PPP_LOANS,12342,"e $150,000-350,000",HILL ELECTRIC LLC,1180 North Town Center Drive suite 100,Las Vegas,NV,89144,453998.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15.0,04/14/2020,"Readycap Lending, LLC",NV-03
3227,ORGANIZATION,PPP_LOANS,16105,"e $150,000-350,000",TBG NETWORK SERVICES,900 S Pavilion Center Dr.  Suite 155,Las Vegas,NV,89144,,Corporation,Unanswered,Unanswered,Unanswered,,20.0,05/03/2020,"Zions Bank, A Division of",NV-03
729,ORGANIZATION,PPP_LOANS,8369,"d $350,000-1 million",EBADOM NV LLC,3663 LAS VEGAS BLVD S STE 580,LAS VEGAS,NV,89109,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,100.0,05/03/2020,"Bank of America, National Association",NV-01
2876,ORGANIZATION,PPP_LOANS,15432,"e $150,000-350,000",PRODUCTION TRANSPORT NEVADA,3753 HOWARD HUGHES PARKWAY SUITE 200,LAS VEGAS,NV,89169,488999.0,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
1055,ORGANIZATION,PPP_LOANS,9597,"d $350,000-1 million","MIKON CONSTRUCTION CO., INC.",4245 W RENO AVE,LAS VEGAS,NV,89118,541330.0,Corporation,Unanswered,Unanswered,Unanswered,,30.0,06/04/2020,Western Alliance Bank,NV-03
1674,ORGANIZATION,PPP_LOANS,11231,"e $150,000-350,000",BANDAR ENTERPRISES LLC,8876 SPANISH RIDGE RD  SUITE 200,LAS VEGAS,NV,89148,621511.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,22.0,04/15/2020,"Zions Bank, A Division of",NV-03
1809,ORGANIZATION,PPP_LOANS,11447,"e $150,000-350,000",CB LEASING GROUP LLC,3451 LOSEE ROAD SUITE B,NORTH LAS VEGAS,NV,89030,484121.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15.0,04/30/2020,Cache Valley Bank,NV-01
346,ORGANIZATION,PPP_LOANS,7762,c $1-2 million,NG WASHINGTON III,2026 Montessouri St.,LAS VEGAS,NV,89147,713210.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,94.0,04/27/2020,Lexicon Bank,NV-03
178,ORGANIZATION,PPP_LOANS,7514,b $2-5 million,"TEAM CONSTRUCTION MANAGEMENT, INC",4875 W Nevso Dr,LAS VEGAS,NV,89103,236220.0,Subchapter S Corporation,White,Male Owned,Unanswered,,129.0,04/08/2020,"Zions Bank, A Division of",NV-01
2321,ORGANIZATION,PPP_LOANS,12460,"e $150,000-350,000","INTERIOR FASHIONS, LLC",3200 Sirius Ave Ste P,LAS VEGAS,NV,89102,337920.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,24.0,04/07/2020,"Zions Bank, A Division of",NV-01
611,ORGANIZATION,PPP_LOANS,8202,"d $350,000-1 million","CCE NV, LLC","3070 E Post Road, Suite 200",LAS VEGAS,NV,89120,238220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/06/2020,River City Bank,NV-03
2087,ORGANIZATION,PPP_LOANS,11968,"e $150,000-350,000",FB LAKE TAHOE LLC,3129 Sammy Davis Jr Drive,Las Vegas,NV,89109,445299.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,"OneWest Bank, A Division of",NV-01
776,ORGANIZATION,PPP_LOANS,8593,"d $350,000-1 million","FIFE DERMATOLOGY, PC",6460 Medical Center Street #350,LAS VEGAS,NV,89148,621111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,66.0,04/27/2020,"Zions Bank, A Division of",NV-03
188,ORGANIZATION,PPP_LOANS,7530,b $2-5 million,"TUSCANY HOTEL & CASINO, LLC",255 E. FLAMINGO RD,LAS VEGAS,NV,89169,721120.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,383.0,05/01/2020,Meadows Bank,NV-01
73,ORGANIZATION,PPP_LOANS,7210,a $5-10 million,OPPORTUNITY VILLAGE ASSOCIATION FOR RETARDED CITIZENS,6050 S. Buffalo Drive,LAS VEGAS,NV,89113,813212.0,Non-Profit Organization,Unanswered,Male Owned,Non-Veteran,Y,500.0,04/14/2020,"Zions Bank, A Division of",NV-03
2260,ORGANIZATION,PPP_LOANS,12347,"e $150,000-350,000",HLS OF NEVADA LLCDBA NEVADA WEST FINANCI AL,7625 DEAN MARTIN DR,LAS VEGAS,NV,89139,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
295,ORGANIZATION,PPP_LOANS,7709,c $1-2 million,"J. BRUCE ALVERSON, LTD.",6605 GRAND MONTECITO PKWY SUITE 200,LAS VEGAS,NV,89149,541110.0,Corporation,White,Male Owned,Non-Veteran,,92.0,04/06/2020,Meadows Bank,NV-04
2651,ORGANIZATION,PPP_LOANS,13110,"e $150,000-350,000","MT INVESTMENTS, INC.",4948 E TROPICANA AVE,LAS VEGAS,NV,89121,561720.0,Corporation,Unanswered,Unanswered,Unanswered,,20.0,04/28/2020,Western Alliance Bank,NV-01
568,ORGANIZATION,PPP_LOANS,8151,"d $350,000-1 million","BONANNO FOOD COURTS II, LLC",7251 W SAHARA AVE,LAS VEGAS,NV,89117,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,218.0,04/06/2020,Western Alliance Bank,NV-03
505,ORGANIZATION,PPP_LOANS,7944,"d $350,000-1 million","ALDERWOOD-COLORADO, LLC",235 WARM SPRINGS RD STE 107,LAS VEGAS,NV,89119,721110.0,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,64.0,04/06/2020,Western Alliance Bank,NV-01
3454,ORGANIZATION,PPP_LOANS,16646,"e $150,000-350,000",YODER SCHOOLS LLC,6565 smoke ranch rd,las vegas,NV,89108,624410.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,22.0,04/27/2020,Greater Nevada CU,NV-01
1253,ORGANIZATION,PPP_LOANS,10271,"d $350,000-1 million",SECURITY UNLIMITED INC,2231 E DESERT INN RD,LAS VEGAS,NV,89169,561612.0,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,,450.0,05/03/2020,"Bank of America, National Association",NV-01
2626,ORGANIZATION,PPP_LOANS,13065,"e $150,000-350,000",MML PHYSICAL THERAPY GROUP INC,600 S Tonopah Drive Ste 350,Las Vegas,NV,89106,621340.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21.0,04/28/2020,"Zions Bank, A Division of",NV-01
2810,ORGANIZATION,PPP_LOANS,15184,"e $150,000-350,000",PB DISTRIBUTION INC.,4151 W OQUENDO RD,LAS VEGAS,NV,89118,441310.0,Corporation,White,Male Owned,Non-Veteran,,25.0,04/04/2020,First Savings Bank,NV-03
1360,ORGANIZATION,PPP_LOANS,10445,"d $350,000-1 million","THE LEE LAW FIRM, APC",7575 VEGAS DR Ste 150,LAS VEGAS,NV,89128,541110.0,Corporation,Unanswered,Male Owned,Non-Veteran,,49.0,04/14/2020,Bank of George,NV-01
2763,ORGANIZATION,PPP_LOANS,13465,"e $150,000-350,000","OPERATIONS INN, LLC",6560 SURREY ST,LAS VEGAS,NV,89119,721110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36.0,04/29/2020,Glacier Bank,NV-01
2126,ORGANIZATION,PPP_LOANS,12030,"e $150,000-350,000",FULFILLMENT FUND LAS VEGAS,3850 ANNIE OAKLEY DR,LAS VEGAS,NV,89121,813219.0,Non-Profit Organization,Unanswered,Female Owned,Unanswered,Y,18.0,04/11/2020,Meadows Bank,NV-01
3274,ORGANIZATION,PPP_LOANS,16204,"e $150,000-350,000",TJ MANUFACTURING LLC,2400 Western Ave,LAS VEGAS,NV,89102,811219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,04/06/2020,Lexicon Bank,NV-01
1487,ORGANIZATION,PPP_LOANS,10659,"e $150,000-350,000",31525 W12 MILES MGMT LLC,9103 Alta Dr Unit 204,Las Vegas,NV,89145,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
3148,ORGANIZATION,PPP_LOANS,15857,"e $150,000-350,000",STAGE DOOR INC,4000 LINQ LN,LAS VEGAS,NV,89109,445120.0,Corporation,Unanswered,Unanswered,Unanswered,,39.0,04/05/2020,"Zions Bank, A Division of",NV-01
1745,ORGANIZATION,PPP_LOANS,11349,"e $150,000-350,000",BOWIN ASSOCIATES LLC,2380 S RAINBOW BLVD,LAS VEGAS,NV,89146,722514.0,Corporation,Unanswered,Unanswered,Unanswered,,56.0,06/17/2020,American First National Bank,NV-01
3079,ORGANIZATION,PPP_LOANS,15718,"e $150,000-350,000","SILVER ROCK ENTERPRISES, INC.",500 N Rainbow Blvd #300,LAS VEGAS,NV,89107,561421.0,Corporation,White,Male Owned,Non-Veteran,,27.0,04/15/2020,"Zions Bank, A Division of",NV-01
486,ORGANIZATION,PPP_LOANS,7917,"d $350,000-1 million",ACTIVCARTS LTD,7215 BERMUDA RD,LAS VEGAS,NV,89119,423910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
3271,ORGANIZATION,PPP_LOANS,16182,"e $150,000-350,000","TIMELESS CUISINE, LLC",1130 S Casino Center Blvd #110,LAS VEGAS,NV,89104,722511.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,42.0,04/13/2020,Lexicon Bank,NV-01
3309,ORGANIZATION,PPP_LOANS,16318,"e $150,000-350,000","TRUMAN ORTHODONTICS, P.C.",10000 WEST SAHARA AVE #110,LAS VEGAS,NV,89117,621210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22.0,04/28/2020,Cache Valley Bank,NV-03
2053,ORGANIZATION,PPP_LOANS,11934,"e $150,000-350,000",ESP CONTRACTING NEVADA INC,317 S 6th St,Las Vegas,NV,89101,238210.0,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,13.0,04/28/2020,The Citizens Bank of Edmond,NV-01
897,ORGANIZATION,PPP_LOANS,9339,"d $350,000-1 million","INSTITUTE OF ORTHOPAEDIC SURGERY, LLC",2800 E Desert Inn Rd Suite 150,LAS VEGAS,NV,89121,621493.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,54.0,04/07/2020,"Zions Bank, A Division of",NV-01
194,ORGANIZATION,PPP_LOANS,7537,b $2-5 million,"WOMEN'S HEALTH ASSOCIATES OF SOUTHERN NEVADA- MARTIN, PLLC",8906 SPANISH RIDGE AVE 202,LAS VEGAS,NV,89148,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,384.0,04/09/2020,Town & Country Bank,NV-03
921,ORGANIZATION,PPP_LOANS,9367,"d $350,000-1 million","JC COMPANIES, LLC",5765 North CAMPBELL RD,LAS VEGAS,NV,89149,238140.0,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,66.0,04/15/2020,City National Bank,NV-04
274,ORGANIZATION,PPP_LOANS,7687,c $1-2 million,"GILMORE CONSTRUCTION, LLC",5415 S CAMERON ST,LAS VEGAS,NV,89118,238130.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,100.0,04/29/2020,Western Alliance Bank,NV-03
2174,ORGANIZATION,PPP_LOANS,12147,"e $150,000-350,000",GOLDEN CREEK CONSTRUCTION,2882 MEADE AVENUE 102,LAS VEGAS,NV,89102,236220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,"Wells Fargo Bank, National Association",NV-01
3175,ORGANIZATION,PPP_LOANS,15897,"e $150,000-350,000",STRONG MAN SERVICES INC,3111 s valley view blvd N101,Las Vegas,NV,89102,238220.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,27.0,05/14/2020,"Zions Bank, A Division of",NV-01
2762,ORGANIZATION,PPP_LOANS,13464,"e $150,000-350,000","ONE WAY DRUG, LLC",5835 S Eastern Ave Suite 101,Las Vegas,NV,89119,446110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17.0,04/30/2020,Cross River Bank,NV-01
1488,ORGANIZATION,PPP_LOANS,10660,"e $150,000-350,000",4LEAF CONSULTING LLC,125 E. RENO AVE,LAS VEGAS,NV,89119,541330.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,9.0,04/28/2020,"Beacon Business Bank, National Association",NV-01
2527,ORGANIZATION,PPP_LOANS,12926,"e $150,000-350,000",LOLA'S LLC,LOLAS SUMMERLIN 1220 N TOWN CENTER DR,LAS VEGAS,NV,89144,722511.0,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,40.0,04/28/2020,"Bank of America, National Association",NV-03
642,ORGANIZATION,PPP_LOANS,8237,"d $350,000-1 million",CMMCM LLC,2133 South Industrial Road,Las Vegas,NV,89102,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/29/2020,Celtic Bank Corporation,NV-01
463,ORGANIZATION,PPP_LOANS,7883,"d $350,000-1 million","A AFFORDABLE STRIPING &AMP; SEALING, LLC","4440 E Alexander Rd, Ste A",Las Vegas,NV,89115,238390.0,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,47.0,04/28/2020,"Harvest Small Business Finance, LLC",NV-01
2232,ORGANIZATION,PPP_LOANS,12298,"e $150,000-350,000",HDR CONSULTING LLC,6588 BARED EAGLE PL,N LAS VEGAS,NV,89084,541330.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,11.0,07/21/2020,"Bank of America, National Association",NV-04
2658,ORGANIZATION,PPP_LOANS,13122,"e $150,000-350,000",MYCB INC.,3500 Las Vegas Blvd,LAS VEGAS,NV,89109,448310.0,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/07/2020,Lexicon Bank,NV-01
1114,ORGANIZATION,PPP_LOANS,9965,"d $350,000-1 million",NORTHSTAR ELECTRIC INC.,4640 S. DECATUR BLVD,LAS VEGAS,NV,89103,238210.0,Corporation,Unanswered,Unanswered,Unanswered,,49.0,04/28/2020,GenuBank,NV-01
124,ORGANIZATION,PPP_LOANS,7291,b $2-5 million,GET FRESH SALES,6745 S ESCONDIDO ST,LAS VEGAS,NV,89119,424480.0,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
3043,ORGANIZATION,PPP_LOANS,15667,"e $150,000-350,000",SDLV LLC,3500 LAS VEGAS BLVD STE R30A,LAS VEGAS,NV,89109,722511.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,37.0,04/10/2020,East West Bank,NV-01
3326,ORGANIZATION,PPP_LOANS,16348,"e $150,000-350,000",UNIQUE ACCOUNTING LLC,9550 EASTERN AVE 272,LAS VEGAS,NV,89123,621111.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,14.0,04/11/2020,City National Bank,NV-03
1138,ORGANIZATION,PPP_LOANS,10004,"d $350,000-1 million","PARADISE HOTELS, INC.",7000 S PECOS RD,LAS VEGAS,NV,89120,721110.0,Corporation,Unanswered,Male Owned,Unanswered,,60.0,04/28/2020,Sunwest Bank,NV-03
1425,ORGANIZATION,PPP_LOANS,10592,"d $350,000-1 million",VICTORY AIR LLC,"1980 Festival Plaza Drive, Ste 770",Las Vegas,NV,89135,481219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32.0,04/30/2020,Cache Valley Bank,NV-03
1228,ORGANIZATION,PPP_LOANS,10246,"d $350,000-1 million","ROYAL METAL WORKS, INC",3073 S Highland Dr,LAS VEGAS,NV,89109,423820.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14.0,04/16/2020,Bank of the West,NV-01
2757,ORGANIZATION,PPP_LOANS,13456,"e $150,000-350,000",OMNI GSS INC,850 W SAHARA AVE,LAS VEGAS,NV,89117,424990.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,06/30/2020,iTHINK Financial CU,NV-03
2451,ORGANIZATION,PPP_LOANS,12762,"e $150,000-350,000",LAS VEGAS AREA BOY SCOUTS OF AMERICA,7220 S Paradise RD,LAS VEGAS,NV,89119,624110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,23.0,04/27/2020,Lexicon Bank,NV-01
756,ORGANIZATION,PPP_LOANS,8401,"d $350,000-1 million",ESCALERA LANDSCAPING INC,8160 PLACID ST,LAS VEGAS,NV,89123,238320.0,Corporation,Unanswered,Unanswered,Unanswered,,140.0,04/16/2020,City National Bank,NV-03
1263,ORGANIZATION,PPP_LOANS,10284,"d $350,000-1 million","SHUMWAY VAN, LLC",8985 S EASTERN AVE STE 100,LAS VEGAS,NV,89123,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
3011,ORGANIZATION,PPP_LOANS,15627,"e $150,000-350,000",S.D.Q.,4555 PROCYON ST,LAS VEGAS,NV,89103,337110.0,Corporation,Unanswered,Male Owned,Non-Veteran,,18.0,04/28/2020,Western Alliance Bank,NV-01
535,ORGANIZATION,PPP_LOANS,8113,"d $350,000-1 million","AXLE BGLV, INC.",6501 Centennial Center Blvd 0.0,Las Vegas,NV,89149,441110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,56.0,04/09/2020,"JPMorgan Chase Bank, National Association",NV-04
1313,ORGANIZATION,PPP_LOANS,10384,"d $350,000-1 million","STERLING NEVADA, LLC",2825 COLEMAN STREET,NORTH LAS VEGAS,NV,89032,238340.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,"Wells Fargo Bank, National Association",NV-04
